"タスク大分類コード","タスク大分類","タスク中分類コード","タスク中分類","タスク小分類コード","タスク小分類","評価項目コード","評価項目"
"MC01","ラインマネジメント","MC01.2","業務計画の実行","MC01.2.1","業務の推進","MC01.2.1.5","自らが管理する組織の目標達成に必要な支援を得るためのエスカレーションを行う"
"MC01","ラインマネジメント","MC01.2","業務計画の実行","MC01.2.2","業務計画遂行状況のモニタリング","MC01.2.2.1","要員・コスト・調達計画のマイルストーンに基づく進捗状況を分析する"
"MC01","ラインマネジメント","MC01.2","業務計画の実行","MC01.2.2","業務計画遂行状況のモニタリング","MC01.2.2.2","業務目標のマイルストーンに基づく達成度を分析する"
"MC01","ラインマネジメント","MC01.2","業務計画の実行","MC01.2.2","業務計画遂行状況のモニタリング","MC01.2.2.3","業務目標の達成度から業務計画の遂行状況を判定する"
"MC01","ラインマネジメント","MC01.2","業務計画の実行","MC01.2.2","業務計画遂行状況のモニタリング","MC01.2.2.4","業務計画遂行状況の判定結果をもとに改善策を立てる"
"MC01","ラインマネジメント","MC01.2","業務計画の実行","MC01.2.2","業務計画遂行状況のモニタリング","MC01.2.2.5","業務計画遂行状況の判定結果および改善策を上位組織に報告する"
"MC01","ラインマネジメント","MC01.2","業務計画の実行","MC01.2.3","業務計画の見直し","MC01.2.3.1","自社の戦略の変化に対応した組織の目標および施策の変更を上位組織に具申する"
"MC01","ラインマネジメント","MC01.2","業務計画の実行","MC01.2.3","業務計画の見直し","MC01.2.3.2","自らが管理する組織の目標および施策の変更に伴い業務計画を変更し、上位組織の承認を得る"
"MC01","ラインマネジメント","MC01.2","業務計画の実行","MC01.2.3","業務計画の見直し","MC01.2.3.3","自らが管理する組織の目標および施策の変更を関係者に周知し理解させる"
"MC01","ラインマネジメント","MC01.3","業務計画に基づく評価","MC01.3.1","自らが管理する組織の業務評価","MC01.3.1.1","自らが管理する組織の業務完了時の要員計画、コスト計画、調達計画の達成度を分析する"
"MC01","ラインマネジメント","MC01.3","業務計画に基づく評価","MC01.3.1","自らが管理する組織の業務評価","MC01.3.1.2","自らが管理する組織の業務完了時の目標達成度を分析する"
"MC01","ラインマネジメント","MC01.3","業務計画に基づく評価","MC01.3.1","自らが管理する組織の業務評価","MC01.3.1.3","自らが管理する組織の業務完了時の分析結果から計画の成否を判定する"
"MC01","ラインマネジメント","MC01.3","業務計画に基づく評価","MC01.3.1","自らが管理する組織の業務評価","MC01.3.1.4","自らが管理する組織の業務完了時の判定結果をもとに次期の計画に向けた改善策を立てる"
"MC01","ラインマネジメント","MC01.3","業務計画に基づく評価","MC01.3.1","自らが管理する組織の業務評価","MC01.3.1.5","自らが管理する組織の業務完了時の評価および次期計画に向けた改善策を上位組織に報告する"
"MC01","ラインマネジメント","MC01.3","業務計画に基づく評価","MC01.3.2","個人の業務評価","MC01.3.2.1","自らが管理する組織のメンバが果たした業務上の役割を分析する"
"MC01","ラインマネジメント","MC01.3","業務計画に基づく評価","MC01.3.2","個人の業務評価","MC01.3.2.2","自らが管理する組織のメンバの目標達成度を評価する"
"MC01","ラインマネジメント","MC01.3","業務計画に基づく評価","MC01.3.2","個人の業務評価","MC01.3.2.3","自らが管理する組織のメンバの評価結果をフィードバックする"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.1","要員分析と計画の策定","MC01.4.1.1","自らが管理する組織のメンバの数や個々人のスキル、経験、性格、行動特性等を把握する"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.1","要員分析と計画の策定","MC01.4.1.2","自らが管理する組織を円滑に運営するための適正要員数を分析する"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.1","要員分析と計画の策定","MC01.4.1.3","自らが管理する組織の運営のために、必要な要員（数、スキル）の確保と適材適所の配置の観点から要員計画を立てる"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.2","スキル分析と計画の策定","MC01.4.2.1","自らが管理する組織が保有しているスキルを把握する"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.2","スキル分析と計画の策定","MC01.4.2.2","自らが管理する組織の業務遂行におけるスキルの不足を分析する"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.2","スキル分析と計画の策定","MC01.4.2.3","自らが管理する組織の目標に対して必要なスキルを明らかにする"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.2","スキル分析と計画の策定","MC01.4.2.4","自らが管理する組織の不足スキルを補てんする計画を立てる"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.2","スキル分析と計画の策定","MC01.4.2.5","自らが管理する組織のクリティカルスキルを習得する計画を立てる"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.3","情報分析と計画の策定","MC01.4.3.1","自らが管理する組織が保有する情報の種別、機密レベル等を把握する"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.3","情報分析と計画の策定","MC01.4.3.2","自らが管理する組織に有用な情報、不要な情報、不足している情報を分析する"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.3","情報分析と計画の策定","MC01.4.3.3","自らが管理する組織に不足している情報を収集する計画を立てる"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.3","情報分析と計画の策定","MC01.4.3.4","自らが管理する組織に有用な情報をメンバ間で共有する計画を立てる"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.4","リスク分析と計画の策定","MC01.4.4.1","自らが管理する組織が抱えているリスクを把握する"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.4","リスク分析と計画の策定","MC01.4.4.2","自らが管理する組織が対処すべきリスクを分析する"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.4","リスク分析と計画の策定","MC01.4.4.3","自らが管理する組織が対処すべきリスクを共有する計画を立てる"
"MC01","ラインマネジメント","MC01.4","リソース計画の策定","MC01.4.4","リスク分析と計画の策定","MC01.4.4.4","自らが管理する組織が対処すべきリスクの対応策を立てる"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.1","メンバとのコミュニケーション","MC01.5.1.1","自らが管理する組織のメンバにコミュニケーションの重要性を理解させる"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.1","メンバとのコミュニケーション","MC01.5.1.2","自らが管理する組織のメンバと定常的に交流を行い、現況を把握する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.1","メンバとのコミュニケーション","MC01.5.1.3","自らが管理する組織のメンバの現況を評価し、モチベーションの維持および向上を図る"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.1","メンバとのコミュニケーション","MC01.5.1.4","自らが管理する組織のメンバに自社および上位組織の情報を周知する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.1","メンバとのコミュニケーション","MC01.5.1.5","自らが管理する組織のメンバの考えや提案を吸い上げ、上位組織に具申する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.2","メンバの適正配置","MC01.5.2.1","自らが管理する組織がメンバに求める役割と実際に遂行されている業務の難易度が異なる場合は再配置を行う"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.2","メンバの適正配置","MC01.5.2.2","自らが管理する組織で遂行されている業務のメンバが不足している場合には、上位組織に申請する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.2","メンバの適正配置","MC01.5.2.3","自らが管理する組織内での定着の阻害となる要因を改善する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.3","メンバの労務管理","MC01.5.3.1","自らが管理する組織のメンバの出退勤、休暇取得状況を把握する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.3","メンバの労務管理","MC01.5.3.2","自らが管理する組織のメンバに休憩や休暇の取得を促し、快適な労働環境を維持する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.3","メンバの労務管理","MC01.5.3.3","自らが管理する組織のメンバの残業状況を管理する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.3","メンバの労務管理","MC01.5.3.4","自らが管理する組織の業務の遂行状況と業務時間の関係を把握し、効率向上の施策を講じる"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.3","メンバの労務管理","MC01.5.3.5","自らが管理する組織のメンバに適切な業務時間となるように指導する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.3","メンバの労務管理","MC01.5.3.6","自らが管理する組織のメンバの自らが管理する組織外の作業を把握し、本業務との優先順位の調整を行う"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.4","諸規則・ルールの策定と遵守","MC01.5.4.1","就業に関する法令および規則を把握し理解する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.4","諸規則・ルールの策定と遵守","MC01.5.4.2","自らが管理する組織のメンバに対して、法令および就業規則に基づく労務管理を行う"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.4","諸規則・ルールの策定と遵守","MC01.5.4.3","自らが管理する組織の諸規則・ルールおよびマニュアルの立案もしくは策定指導を行う"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.4","諸規則・ルールの策定と遵守","MC01.5.4.4","自らが管理する組織の安全指針等の策定・実施の指導を行う"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.4","諸規則・ルールの策定と遵守","MC01.5.4.5","自らが管理する組織のメンバがルールや倫理規程に反する行動をとっている際には指導を行い、原因究明と是正策の実施を行う"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.5","組織の契約管理","MC01.5.5.1","自らが管理する組織が取り交わした契約に関する法令、社内規定を把握する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.5","組織の契約管理","MC01.5.5.2","自らが管理する組織の取引先と取引内容に応じた契約の管理を行う"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.5","組織の契約管理","MC01.5.5.3","自らが管理する組織のリース、借用物等のハードウェアの契約管理状況を監督する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.5","組織の契約管理","MC01.5.5.4","自らが管理する組織のライセンス等のソフトウェアの契約管理状況を監督する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.5","組織の契約管理","MC01.5.5.5","自らが管理する組織の協力会社との契約管理状況を監督する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.6","リスク管理","MC01.5.6.1","自らが管理する組織で対処すべきリスクを共有する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.6","リスク管理","MC01.5.6.2","リスク対応策の実施に必要な資源を割り当てる"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.6","リスク管理","MC01.5.6.3","リスク対応策の実施の期限を設定し、要員をアサインする"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.6","リスク管理","MC01.5.6.4","リスク対応策のの実施結果を評価し、リスクが低減されていることを確認する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.7","問題対処","MC01.5.7.1","事故、不祥事の発生等の不測の事態に対して現状分析と判断を行い、問題解決を図る"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.7","問題対処","MC01.5.7.2","職務において自己の能力を超える場合には、上位職制や経営者の支援を得る"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.7","問題対処","MC01.5.7.3","問題の原因、対応をナレッジベース化する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.7","問題対処","MC01.5.7.4","問題の再発防止策を立て、実施を徹底する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.7","問題対処","MC01.5.7.5","再発防止策が適正であるか評価する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.7","問題対処","MC01.5.7.6","問題解決のため、必要があれば自らが管理する組織を超えた対策の立案と社内調整を行う"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.8","情報の管理と活用","MC01.5.8.1","自らが管理する組織が保有する情報の機密レベルを把握し、ルールに則って保管する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.8","情報の管理と活用","MC01.5.8.2","自らが管理する組織のメンバがルールに則って情報を取り扱うよう管理する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.8","情報の管理と活用","MC01.5.8.3","不要もしくは保管期限満期となった情報をルールに則って廃棄する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.8","情報の管理と活用","MC01.5.8.4","自らが管理する組織にとって有用な情報をメンバ間で共有する"
"MC01","ラインマネジメント","MC01.5","リソースの管理","MC01.5.8","情報の管理と活用","MC01.5.8.5","自らが管理する組織の目標達成に必要な情報を収集し活用する"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.1","育成計画の策定","MC01.6.1.1","自らが管理する組織の特性・目標・計画をもとに技術・人材の今後のビジョンを明らかにする"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.1","育成計画の策定","MC01.6.1.2","自らが管理する組織の今後のビジョンをもとにメンバに成長意義を認識させる"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.1","育成計画の策定","MC01.6.1.3","自らが管理する組織の方向性および目標とメンバの成長目標を合致させる"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.1","育成計画の策定","MC01.6.1.4","メンバの強み・弱みを把握し、本人が具体的な成長目標を設定できるように指導する"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.1","育成計画の策定","MC01.6.1.5","メンバの成長手段を企画し、育成計画を立てる"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.1","育成計画の策定","MC01.6.1.6","メンバの育成（成長）計画について上位組織の承認を得る"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.1","育成計画の策定","MC01.6.1.7","メンバの中長期のキャリア形成を考慮した育成（成長）計画を本人に明示し、理解させる"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.2","育成計画の実行","MC01.6.2.1","メンバの育成（成長）計画スタート時に本人と意識合わせを行う"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.2","育成計画の実行","MC01.6.2.2","育成に必要な時間を確保し、メンバの育成（成長）計画を支援する施策を講じる"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.2","育成計画の実行","MC01.6.2.3","適切なタイミングでメンバ本人から育成（成長）計画の状況を聞き、指導する"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.3","育成計画に基づく評価","MC01.6.3.1","メンバの育成（成長）計画の進捗度合を把握し、計画の継続または変更の判断を行う"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.3","育成計画に基づく評価","MC01.6.3.2","必要な教材および研修をメンバ本人へ提示し、成長へのアシストを行う"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.3","育成計画に基づく評価","MC01.6.3.3","成果に対しての評価および説明を行い、メンバ本人へ継続的な指導を行う"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.3","育成計画に基づく評価","MC01.6.3.4","モチベーションを維持するために、努力および姿勢を評価する"
"MC01","ラインマネジメント","MC01.6","メンバの育成","MC01.6.3","育成計画に基づく評価","MC01.6.3.5","メンバの育成（成長）計画の達成状況と業績を評価し、上位組織へ報告する"
"MC02","事業継続マネジメント","MC02.1","事業継続計画の策定","MC02.1.1","事業継続計画策定の準備","MC02.1.1.1","情報システムに関連した事業継続の対象範囲を把握する"
"MC02","事業継続マネジメント","MC02.1","事業継続計画の策定","MC02.1.1","事業継続計画策定の準備","MC02.1.1.2","情報システムに関連した事業継続の方針を決定する"
"MC02","事業継続マネジメント","MC02.1","事業継続計画の策定","MC02.1.1","事業継続計画策定の準備","MC02.1.1.3","情報システムに関連した事業継続におけるリスクを明らかにする"
"MC02","事業継続マネジメント","MC02.1","事業継続計画の策定","MC02.1.1","事業継続計画策定の準備","MC02.1.1.4","事業継続計画の作成のための情報セキュリティに関するガイダンスを提供する"
"MC02","事業継続マネジメント","MC02.1","事業継続計画の策定","MC02.1.2","対象事故・災害のリスク分析","MC02.1.2.1","すべての自然災害およびテロ等による破壊について、最大規模の被害を想定し、地理的、組織的、物理的視点から検証する"
"MC02","事業継続マネジメント","MC02.1","事業継続計画の策定","MC02.1.2","対象事故・災害のリスク分析","MC02.1.2.2","情報システムの停止や機能縮退によって被る損失を、影響を受ける業務をすべて網羅して分析する"
"MC02","事業継続マネジメント","MC02.1","事業継続計画の策定","MC02.1.2","対象事故・災害のリスク分析","MC02.1.2.3","情報システムの停止や機能縮退による組織体の損害および社会的損害を明らかにする"
"MC02","事業継続マネジメント","MC02.1","事業継続計画の策定","MC02.1.2","対象事故・災害のリスク分析","MC02.1.2.4","災害、テロ等の発生時に求められる業務継続性、事業ニーズを明らかにし、関係者の同意を得る"
"MC02","事業継続マネジメント","MC02.1","事業継続計画の策定","MC02.1.2","対象事故・災害のリスク分析","MC02.1.2.5","業務の重要性、緊急性、影響範囲、他の業務との整合性ならびに実現可能性を考慮して回復許容時間と回復優先順位を設定し、関係者の同意を得る"
"MC02","事業継続マネジメント","MC02.1","事業継続計画の策定","MC02.1.3","事業継続計画の策定","MC02.1.3.1","目的、範囲、実行体制等を含む事業継続計画を策定し、組織体の責任者の承認を得る"
"MC02","事業継続マネジメント","MC02.1","事業継続計画の策定","MC02.1.3","事業継続計画の策定","MC02.1.3.2","事業継続の方針と事業継続計画の整合性を検証する"
"MC02","事業継続マネジメント","MC02.1","事業継続計画の策定","MC02.1.3","事業継続計画の策定","MC02.1.3.3","従業員に対する事業継続計画の教育訓練の方針を明らかにする"
"MC02","事業継続マネジメント","MC02.2","事業継続計画の運用","MC02.2.1","関連部門への周知徹底","MC02.2.1.1","事業継続計画の周知徹底の方法とタイミングを明らかにする"
"MC02","事業継続マネジメント","MC02.2","事業継続計画の運用","MC02.2.1","関連部門への周知徹底","MC02.2.1.2","適切な時期に事業継続計画の周知徹底を行い、その結果を確認する"
"MC02","事業継続マネジメント","MC02.2","事業継続計画の運用","MC02.2.1","関連部門への周知徹底","MC02.2.1.3","事業継続計画が変更された場合には、関係者に周知徹底し、その結果を確認する"
"MC02","事業継続マネジメント","MC02.2","事業継続計画の運用","MC02.2.2","事業継続のためのリソースの確保","MC02.2.2.1","部分的な業務の縮退も考慮して人的資源の確保と配置を検討する"
"MC02","事業継続マネジメント","MC02.2","事業継続計画の運用","MC02.2.2","事業継続のためのリソースの確保","MC02.2.2.2","事業継続のための物的資源（機器、備品類、バックアップデータ、帳票類、非常用電源稼動用燃料、生活物資等を含む）を確保する"
"MC02","事業継続マネジメント","MC02.2","事業継続計画の運用","MC02.2.2","事業継続のためのリソースの確保","MC02.2.2.3","事業継続のための財政措置を含む必要なリソースを確保する"
"MC02","事業継続マネジメント","MC02.3","事業継続計画の見直し","MC02.3.1","事業継続計画の見直し","MC02.3.1.1","事業継続計画見直しのルールを明らかにする"
"MC02","事業継続マネジメント","MC02.3","事業継続計画の見直し","MC02.3.1","事業継続計画の見直し","MC02.3.1.2","事業継続計画見直しによる変更の理由を明らかにする"
"MC02","事業継続マネジメント","MC02.3","事業継続計画の見直し","MC02.3.1","事業継続計画の見直し","MC02.3.1.3","変更した事業継続計画を組織体の責任者に説明し、承認を得る"
"MC02","事業継続マネジメント","MC02.4","災害復旧計画の策定","MC02.4.1","災害復旧計画の策定","MC02.4.1.1","情報資産の評価結果を踏まえた災害時対応計画を策定する"
"MC02","事業継続マネジメント","MC02.4","災害復旧計画の策定","MC02.4.1","災害復旧計画の策定","MC02.4.1.2","災害復旧計画において、バックアップ、代替処理、復旧対策等を明らかにする"
"MC02","事業継続マネジメント","MC02.4","災害復旧計画の策定","MC02.4.1","災害復旧計画の策定","MC02.4.1.3","事業継続計画と災害復旧計画との整合性を検証する"
"MC02","事業継続マネジメント","MC02.4","災害復旧計画の策定","MC02.4.1","災害復旧計画の策定","MC02.4.1.4","災害復旧計画を組織体の長に説明し、承認を得る"
"MC02","事業継続マネジメント","MC02.4","災害復旧計画の策定","MC02.4.1","災害復旧計画の策定","MC02.4.1.5","災害復旧計画に基づく従業員に対する教育訓練の方針を明らかにする"
"MC02","事業継続マネジメント","MC02.4","災害復旧計画の策定","MC02.4.2","災害復旧計画の実現可能性の検証","MC02.4.2.1","災害復旧計画の実現可能性を検証する計画を策定する"
"MC02","事業継続マネジメント","MC02.4","災害復旧計画の策定","MC02.4.2","災害復旧計画の実現可能性の検証","MC02.4.2.2","被害被災の程度に応じた検証を計画する"
"MC02","事業継続マネジメント","MC02.4","災害復旧計画の策定","MC02.4.2","災害復旧計画の実現可能性の検証","MC02.4.2.3","検証結果を記録し、災害復旧計画に反映させる"
"MC02","事業継続マネジメント","MC02.4","災害復旧計画の策定","MC02.4.3","緊急時対応体制の確立","MC02.4.3.1","代替要員を必要とする作業を明らかにする"
"MC02","事業継続マネジメント","MC02.4","災害復旧計画の策定","MC02.4.3","緊急時対応体制の確立","MC02.4.3.2","作業の優先順位を判断する"
"MC02","事業継続マネジメント","MC02.4","災害復旧計画の策定","MC02.4.3","緊急時対応体制の確立","MC02.4.3.3","代替要員を確保するまでの臨時措置を検討する"
"MC02","事業継続マネジメント","MC02.4","災害復旧計画の策定","MC02.4.3","緊急時対応体制の確立","MC02.4.3.4","交通経路、宿泊施設を検討する"
"MC02","事業継続マネジメント","MC02.5","災害復旧計画の運用","MC02.5.1","関連部門への周知徹底","MC02.5.1.1","災害復旧計画の周知徹底の方法とタイミングを明らかにする"
"MC02","事業継続マネジメント","MC02.5","災害復旧計画の運用","MC02.5.1","関連部門への周知徹底","MC02.5.1.2","適切な時期に災害復旧計画の周知徹底を行い、その結果を確認する"
"MC02","事業継続マネジメント","MC02.5","災害復旧計画の運用","MC02.5.1","関連部門への周知徹底","MC02.5.1.3","災害復旧計画が変更された場合には、関係者に周知徹底し、その結果を確認する"
"MC02","事業継続マネジメント","MC02.5","災害復旧計画の運用","MC02.5.1","関連部門への周知徹底","MC02.5.1.4","災害復旧計画に基づいて、教育訓練を定期的に実施する"
"MC02","事業継続マネジメント","MC02.5","災害復旧計画の運用","MC02.5.2","災害発生時の予行・訓練の実施","MC02.5.2.1","予行・訓練として、災害復旧計画に基づいて状況を把握し、計画を発動する"
"MC02","事業継続マネジメント","MC02.5","災害復旧計画の運用","MC02.5.2","災害発生時の予行・訓練の実施","MC02.5.2.2","予行・訓練として、災害復旧計画に基づいたデータバックアップを遂行する"
"MC02","事業継続マネジメント","MC02.5","災害復旧計画の運用","MC02.5.2","災害発生時の予行・訓練の実施","MC02.5.2.3","予行・訓練として、災害復旧計画に基づいたデータ復旧、バックアップシステムへの切替えと稼働を遂行する"
"MC02","事業継続マネジメント","MC02.5","災害復旧計画の運用","MC02.5.2","災害発生時の予行・訓練の実施","MC02.5.2.4","予行・訓練の結果を記録し、災害復旧計画に反映させる"
"MC02","事業継続マネジメント","MC02.6","災害復旧計画の見直し","MC02.6.1","災害復旧計画の見直し","MC02.6.1.1","災害復旧計画見直しのルールを明らかにする"
"MC02","事業継続マネジメント","MC02.6","災害復旧計画の見直し","MC02.6.1","災害復旧計画の見直し","MC02.6.1.2","災害復旧計画見直しによる変更の理由を明らかにする"
"MC02","事業継続マネジメント","MC02.6","災害復旧計画の見直し","MC02.6.1","災害復旧計画の見直し","MC02.6.1.3","変更した災害復旧計画を組織体の責任者に説明し、承認を得る"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.1","基本戦略の策定","MC03.1.1.1","組織体の情報セキュリティ目標を定める"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.1","基本戦略の策定","MC03.1.1.2","情報セキュリティ戦略を実施するにあたり、その実行体制を確立する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.1","基本戦略の策定","MC03.1.1.3","経営戦略に準じた組織全体の改善サイクルとなるようにエンタープライズアーキテクチャ（BA、DA、AA、TA）開発組織を統轄する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.1","基本戦略の策定","MC03.1.1.4","セキュリティ業務全体を見て、その業務の一部を委託をすべきなのかを判断、決定する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.1","基本戦略の策定","MC03.1.1.5","システムのセキュリティやリスクに関する技術動向調査を行い、その情報をIT戦略立案に活用する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.1","基本戦略の策定","MC03.1.1.6","CSIRTの方針を策定し、経営層、情報セキュリティ関係担当役員、企画関係者に説明し、承認を得る"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.1","基本戦略の策定","MC03.1.1.7","CSIRTの体制を構築し、リソースを確保する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.2","情報資産の評価","MC03.1.2.1","情報資産（システム、データ、人材、ドキュメント）を識別する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.2","情報資産の評価","MC03.1.2.2","機密性、完全性、可用性の３つの側面から経営における重要度、致命度を評価し、整理する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.2","情報資産の評価","MC03.1.2.3","整理、評価した情報資産について、経営層、情報セキュリティ関係担当役員、企画関係者に説明し、承認を得る"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.3","脅威とリスクの識別","MC03.1.3.1","現状の脅威に関する情報を網羅的に収集する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.3","脅威とリスクの識別","MC03.1.3.2","現状の脅威に関する情報を情報の改ざん、情報の漏洩、資源の浪費、資源の不正利用、人による過ち等の分類項目で整理する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.3","脅威とリスクの識別","MC03.1.3.3","情報資産に対する現状のリスク（システム廃棄を含む）を識別する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.3","脅威とリスクの識別","MC03.1.3.4","リスクの発生しうる場所および発生時期を整理する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.3","脅威とリスクの識別","MC03.1.3.5","リスクの原因を、物理的な要因、技術的な要因、人的な要因に分類し、整理する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.4","リスクの評価","MC03.1.4.1","現状、リスクに対して対策がどの程度実施されているか調査し、その結果を整理する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.4","リスクの評価","MC03.1.4.2","整理されたリスクの発生確率を明らかにし、損害額を算定する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.4","リスクの評価","MC03.1.4.3","各リスクに対して、リスク軽減の対策とコストを算定する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.4","リスクの評価","MC03.1.4.4","リスクアセスメントで発見された残留リスクが許容可能か否かを評価する"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.4","リスクの評価","MC03.1.4.5","各々のリスク対策にランク付けを行う"
"MC03","情報セキュリティマネジメント","MC03.1","情報セキュリティ戦略と方針の策定","MC03.1.5","セキュリティポリシーの策定","MC03.1.5.1","セキュリティ対策への取り組みを経営方針に反映させる"
